Name,"Case Number",City,State,"Date Filed","Region Assigned",Status,"Date Closed","Reason Closed","No. of Eligible Voters","No. of Employees","Certified Representative","Unit Sought"
"Safeway, Inc.",19-RC-285966,Sherwood,OR,11/09/2021,"Region 19, Seattle, Washington",Open,,,,1,,"Included: All pharmacy clerk and tech employees in Armour-Globe election into grocery contract. Excluded: All pharmacists and supervisors as defined by the Act."
"United Federation of Teachers Welfare Fund",02-CA-286000,"New York",NY,11/09/2021,"Region 02, New York, New York",Open,,,,14,,
"The Harvest Center and Associates",19-RC-286014,Eugene,OR,11/09/2021,"Region 19, Seattle, Washington",Open,,,,20,,"Included: All production trimmers. Excluded: All guards, and managers and supervisors as defined by the Act."
"APWU Local 735 (United States Postal Service)",14-CB-285961,Wichita,KS,11/09/2021,"Region 14, Saint Louis, Missouri",Open,,,,100,,
"New York State Nurses Association (New York-Presbyterian Hospital Columbia University Medical Center)",02-CB-286041,"New York",NY,11/09/2021,"Region 02, New York, New York",Open,,,,500,,
"Paragon Systems, Inc.",05-RC-285988,Washington,DC,11/09/2021,"Region 05, Baltimore, Maryland",Open,,,,13,,"Included:  All full & part-time guards at the facility. 

Excluded:  Office clericals, professional employees, managers & supervisors as defined by the Act."
"American Postal Workers Union, Baton Rouge Local 174 (United States Postal Services)",15-CB-285928,"Baton Rouge",LA,11/09/2021,"Region 15, New Orleans, Louisiana",Open,,,,200,,
Atkore,18-CA-286113,"De Pere",WI,11/09/2021,"Region 18, Minneapolis, Minnesota",Open,,,,70,,
"Moscone Convention Center",20-CA-286020,"San Francisco",CA,11/09/2021,"Region 20, San Francisco, California",Open,,,,363,,
"Durham School Services",19-CA-286162,Fairbanks,AK,11/09/2021,"Region 19, Seattle, Washington",Open,,,,130,,
"National Postal Mail Handlers Union Local No. 310 (United States Postal Service)",10-CB-285950,Duluth,GA,11/09/2021,"Region 10, Atlanta, Georgia",Open,,,,50,,
"BCTGM Local 37 (Jon Donaire Desserts)",21-CB-286100,"Santa Fe Springs",CA,11/09/2021,"Region 21, Los Angeles, California",Open,,,,170,,
"Cape Cod Health",01-CA-285994,Falmouth,MA,11/09/2021,"Region 01, Boston, Massachusetts",Open,,,,30,,
"United States Postal Service",20-CA-286073,"West Sacramento",CA,11/09/2021,"Region 20, San Francisco, California",Open,,,,1000,,
"Detroit Thermal Systems",07-CA-286091,Romulus,MI,11/09/2021,"Region 07, Detroit, Michigan",Open,,,,600,,
"1040 Neilson Street Owners Corp. and Maxx Properties",02-CA-285958,Harrison,NY,11/09/2021,"Region 02, New York, New York",Open,,,,25,,
"Precision Concrete LLC",19-RC-286068,Seattle,WA,11/09/2021,"Region 19, Seattle, Washington",Open,,,,29,,"Included: Only members of Cement Masons & Plasterers Local 528 - Seattle. Excluded: All other Craft Trades and Employees of Precision Concrete LLC."
"Washington County Rural Telephone Cooperative",25-RC-285975,"New Pekin",IN,11/09/2021,"Region 25, Indianapolis, Indiana",Open,,,,7,,"Included: Central Office Technicians and Outside Plant Technicians (Linemen) 
Excluded: All other employees"
"First Student Inc.",04-CA-286043,"Fort Washington",PA,11/09/2021,"Region 04, Philadelphia, Pennsylvania",Open,,,,10,,
"JB Hunt",25-RC-285983,"Burns Harbor",IN,11/09/2021,"Region 25, Indianapolis, Indiana",Open,,,,11,,"Included: All full and part time truck drivers domiciled at Rynerson Steel 

Excluded: All guards and clerical as defined in the Act"
"Durham School Services",19-CA-286161,Fairbanks,AK,11/09/2021,"Region 19, Seattle, Washington",Open,,,,130,,
"ExxonMobil Chemical Americas, Baton Rouge Polyolefins Plant",15-CA-286107,"Baton Rouge",LA,11/09/2021,"Region 15, New Orleans, Louisiana",Open,,,,160,,
"282 East 35th Street Owners Corp. and Maxx Properties",02-CA-285953,Harrison,NY,11/09/2021,"Region 02, New York, New York",Open,,,,,,
"NALC BRANCH 2 (United States Postal Service)",18-CB-285995,Milwaukee,WI,11/09/2021,"Region 18, Minneapolis, Minnesota",Open,,,,10,,
"Emerald Textiles",21-CA-286122,"San Diego",CA,11/09/2021,"Region 21, Los Angeles, California",Open,,,,50,,
"Kellogg Company",07-CA-286010,"Grand Rapids",MI,11/09/2021,"Region 07, Detroit, Michigan",Open,,,,300,,
"Bridging North America",07-CA-286114,Detroit,MI,11/09/2021,"Region 07, Detroit, Michigan",Open,,,,20,,
"OCADO ENGINEERING",09-RC-285949,Middletown,OH,11/09/2021,"Region 09, Cincinnati, Ohio",Open,,,,39,,"Included:  Sr. Maintenance Engineer, Maintenance. Engineer, Control Operator & Robotics Operator.

Excluded:  Inventory Coordinators, Information Technology Employees, Supervisors, Managers, Professional Employees, Clerical Employees and Guards."
"Hanford Laboratory and Management Integration, LLC",19-CA-286109,Richland,WA,11/09/2021,"Region 19, Seattle, Washington",Open,,,,600,,
"Paragon Systems",12-CA-286008,Tampa,FL,11/08/2021,"Region 12, Tampa, Florida",Open,,,,120,,
"Olive Garden",10-CA-285808,Murfreesboro,TN,11/08/2021,"Region 10, Atlanta, Georgia",Open,,,,50,,
"G&D Integrated Manufacturing, LLC",25-CA-285893,Morton,IL,11/08/2021,"Region 25, Indianapolis, Indiana",Open,,,,19,,
"NALC Branch 214 (United States Postal Service)",20-CB-286015,"San Francisco",CA,11/08/2021,"Region 20, San Francisco, California",Open,,,,35,,
"Engineers and Scientists of California Local 20 IFPTE (Pacific Gas & Electric Co.)",32-CB-285885,Clovis,CA,11/08/2021,"Region 32, Oakland, California",Open,,,,200,,
"G & D Integrated Manufacturing, LLC",25-CA-285887,Morton,IL,11/08/2021,"Region 25, Indianapolis, Indiana",Open,,,,20,,
"Half Price Books",18-RC-285951,"Saint Louis Park",MN,11/08/2021,"Region 18, Minneapolis, Minnesota",Open,,,,16,,"Included: All full-time and part-time employees, including Bookseller 1s, Bookseller 2s, Bookseller Trainees, and Shift Leaders Excluded: Store Managers, Assistant Store Managers, Temporary Employees, and any guards and supervisors as defined by the Act."
"First Transit",16-CA-285849,Beaumont,TX,11/08/2021,"Region 16, Fort Worth, Texas",Open,,,,44,,
"Momentive Performance Materials",03-CA-285805,Waterford,NY,11/08/2021,"Region 03, Buffalo, New York",Open,,,,1000,,
"United States Postal Service",12-CA-285819,"San Juan",PR,11/08/2021,"Region 12, Tampa, Florida",Open,,,,92,,
"Pacific Gas & Electric Co",32-CA-285883,Clovis,CA,11/08/2021,"Region 32, Oakland, California",Open,,,,200,,
"Kaiser Permanente Hawai'i Region",20-CA-285871,Halawa,HI,11/08/2021,"Region 20, San Francisco, California",Open,,,,2277,,
"United Government Security Officers of America (UGSOA), Local 236 (Paragon Systems)",12-CB-285984,"New Port Richey",FL,11/08/2021,"Region 12, Tampa, Florida",Open,,,,120,,
"Tri-County Mechanical & Electrical Inc.",19-CA-285917,Helena,MT,11/08/2021,"Region 19, Seattle, Washington",Open,,,,50,,
"Fresh River Healthcare",01-CA-285930,"East Windsor",CT,11/08/2021,"Region 01, Boston, Massachusetts",Open,,,,200,,
"Lear Corporation",16-CA-285862,"Grand Prairie",TX,11/08/2021,"Region 16, Fort Worth, Texas",Open,,,,700,,
"UFCW 700 (Tyson Foods)",25-CB-285912,Logansport,IN,11/08/2021,"Region 25, Indianapolis, Indiana",Open,,,,2500,,
"Foodlink, Inc.",03-CA-285847,Rochester,NY,11/08/2021,"Region 03, Buffalo, New York",Open,,,,67,,
"Albert Einstein Medical Center",04-CA-285853,Philadelphia,PA,11/08/2021,"Region 04, Philadelphia, Pennsylvania",Open,,,,1400,,
"Cornell University",03-CA-285886,Ithaca,NY,11/08/2021,"Region 03, Buffalo, New York",Open,,,,500,,
"NABIS CANNABIS DISTRIBUTION/SIBAN HOLDINGS INC.",21-RC-285873,"Los Angeles",CA,11/08/2021,"Region 21, Los Angeles, California",Open,,,,27,,"Included:  All Part and Full Time Drivers, Fleet Maintenance Lead.

Excluded:  All other employees, warehouse, dispatchers, generalists and professional employees, guards, supervisors and all employment agency workers as defined by the Act."
"Cadman Eastside",19-CA-286028,Redmond,WA,11/08/2021,"Region 19, Seattle, Washington",Open,,,,40,,
"Dillon Companies, Inc. d/b/a King Soopers",27-CA-285964,Boulder,CO,11/08/2021,"Region 27, Denver, Colorado",Open,,,,60,,
"Fort Cherry Ambulance",06-CA-285860,McDonald,PA,11/08/2021,"Region 06, Pittsburgh, Pennsylvania",Open,,,,30,,
"United States Postal Service",03-CA-285800,"South Burlington",VT,11/08/2021,"Region 03, Buffalo, New York",Open,,,,11,,
"Yale University",01-CA-285944,"New Haven",CT,11/08/2021,"Region 01, Boston, Massachusetts",Open,,,,3000,,
Aramark,14-CA-285906,"Kansas City",MO,11/08/2021,"Region 14, Saint Louis, Missouri",Open,,,,15,,
"Pro Choice Beauty Care, Inc. - Repack",29-CA-285852,Bellport,NY,11/08/2021,"Region 29, Brooklyn, New York",Open,,,,100,,
"United Parcel Service; Philadelphia Air Hub",04-CA-285818,Philadelphia,PA,11/08/2021,"Region 04, Philadelphia, Pennsylvania",Open,,,,2800,,
"IBEW Local 1245 (Pacific Gas and Electric)",32-CB-286134,Cupertino,CA,11/08/2021,"Region 32, Oakland, California",Open,,,,150,,
"Laundry Distribution & Food Service Union, Local 617 (Community Day Nursery)",22-CB-285858,"East Orange",NJ,11/08/2021,"Region 22, Newark, New Jersey",Open,,,,24,,
"Pepsico Beverages",21-CA-285934,"Buena Park",CA,11/08/2021,"Region 21, Los Angeles, California",Open,,,,100,,
"San Luis Ambulance",31-CA-285943,"San Luis Obispo",CA,11/08/2021,"Region 31, Los Angeles, California",Open,,,,95,,
"Rochester Eagles Club",18-RD-285913,Rochester,MN,11/08/2021,"Region 18, Minneapolis, Minnesota",Open,,,,13,,"Included: Unite Here Local 17; Excluded: Managers and supervisors"
"United States Postal Service",10-CA-285902,Landis,NC,11/08/2021,"Region 10, Atlanta, Georgia",Open,,,,7,,
"Able part of ABM",31-CA-285963,"Los Angeles",CA,11/08/2021,"Region 31, Los Angeles, California",Open,,,,5,,
"Packaging Corporation of America",27-CA-285970,Denver,CO,11/08/2021,"Region 27, Denver, Colorado",Open,,,,10,,
"United States Postal Service",12-CA-285897,Ciales,PR,11/08/2021,"Region 12, Tampa, Florida",Open,,,,12,,
"Steelworkers Local 15253 (Kinder Morgan)",04-CB-285875,Morrisville,PA,11/08/2021,"Region 04, Philadelphia, Pennsylvania",Open,11/12/2021,"Withdrawal Adjusted",,75,,
"G&D Integrated Manufacturing, LLC",25-CA-285896,Morton,IL,11/08/2021,"Region 25, Indianapolis, Indiana",Open,,,,19,,
"G & D Integrated Manufacturing LLC",25-CA-285878,Morton,IL,11/08/2021,"Region 25, Indianapolis, Indiana",Open,,,,20,,
"The New York Times Company dba Wirecutter",02-CA-286076,"New York",NY,11/08/2021,"Region 02, New York, New York",Open,,,,70,,
"G&D Integrated Manufacturing, LLC",25-CA-285899,Morton,IL,11/08/2021,"Region 25, Indianapolis, Indiana",Open,,,,19,,
"40 Clarkson Avenue Owners Corp. and Maxx Properties",02-CA-286144,Harrison,NY,11/08/2021,"Region 02, New York, New York",Open,,,,1,,
"Pepsi Beverage Company",04-CA-285839,Philadelphia,PA,11/08/2021,"Region 04, Philadelphia, Pennsylvania",Open,,,,350,,
"G & D Integrated Manufacturing LLC",25-CA-285872,Morton,IL,11/08/2021,"Region 25, Indianapolis, Indiana",Open,,,,20,,
"G & D Integrated Manufacturing, LLC",25-CA-285890,Morton,IL,11/08/2021,"Region 25, Indianapolis, Indiana",Open,,,,20,,
"Planned Building Services and Planned Lifestyle Services, affiliated with Planned Companies",02-CA-285982,Manhattan,NY,11/08/2021,"Region 02, New York, New York",Open,,,,11,,
"Williamsville Suburban",03-CA-285799,Williamsville,NY,11/08/2021,"Region 03, Buffalo, New York",Open,,,,40,,
"Busch Agricultural Resources",27-RD-285954,"Idaho Falls",ID,11/08/2021,"Region 27, Denver, Colorado",Open,,,,86,,"Include: All full-time elevator operators, malt operators, lead operators, plant foremen, electricians, general maintenance employees, lab analysts, research techs, and S and E operators I and II employed by the Employer at it's facility in Idaho Falls and Osgood, Idaho. Exclude: All other employees; casual employees; coordinators, including elevator, malt house, electrical plant safety and BTS coordinators; office clerks; planners, including technicians planners; salaried employees; confidential employees; temporary employees; seasonal employees; professional employees; guards; managers; and supervisors , as defined in by the Act 5."
"Teamsters, Local 63(Empire Transportation, Inc.",21-CB-285957,Rialto,CA,11/08/2021,"Region 21, Los Angeles, California",Open,,,,100,,
"American Red Cross, Great Lakes Blood Services Region",07-CA-285901,Lansing,MI,11/08/2021,"Region 07, Detroit, Michigan",Open,,,,80,,
"United State Postal Service",16-CA-285939,"San Antonio",TX,11/08/2021,"Region 16, Fort Worth, Texas",Open,,,,300,,
"Meredith Corp.",02-CA-285960,"New York",NY,11/08/2021,"Region 02, New York, New York",Open,,,,10,,
"UNITE HERE, Local 34 (Yale University)",01-CB-285992,"New Haven",CT,11/08/2021,"Region 01, Boston, Massachusetts",Open,,,,100,,
"Fresenius Medical Care, N. America",20-CA-285971,Honolulu,HI,11/08/2021,"Region 20, San Francisco, California",Open,,,,15,,
"G&D Integrated Manufacturing, LLC",25-CA-285898,Morton,IL,11/08/2021,"Region 25, Indianapolis, Indiana",Open,,,,19,,
"United States Postal Service",12-CA-285809,"San Juan",PR,11/08/2021,"Region 12, Tampa, Florida",Open,,,,90,,
"Federacion Central de Trabajadores Local 481 UFCW(Cooperativa de Ahorro y Credito de Aguadilla)",12-CB-285916,Aguadilla,PR,11/08/2021,"Region 12, Tampa, Florida",Open,,,,100,,
"United States Postal Service",20-CA-285931,"West Sacramento",CA,11/08/2021,"Region 20, San Francisco, California",Open,,,,100,,
"G & D Integrated Manufacturing LLC.",25-CA-285892,Morton,IL,11/08/2021,"Region 25, Indianapolis, Indiana",Open,,,,20,,
"Buonadonna Shoprite LLC",29-CA-286004,"Bay Shore",NY,11/08/2021,"Region 29, Brooklyn, New York",Open,,,,50,,
"4G Plumbing & Heating, Inc.",19-CA-285915,Missoula,MT,11/08/2021,"Region 19, Seattle, Washington",Open,,,,20,,
"Growing Seeds - Irvington",19-CA-285881,Portland,OR,11/08/2021,"Region 19, Seattle, Washington",Open,,,,15,,
"G & D Integrated Manufacturing, LLC",25-CA-285887,Morton,IL,11/08/2021,"Region 25, Indianapolis, Indiana",Open,,,,20,,
"Centers For New Horizons",13-CA-285837,Chicago,IL,11/08/2021,"Region 13, Chicago, Illinois",Open,,,,8,,
"Custom Aire, Inc.",04-RC-285830,Bensalem,PA,11/08/2021,"Region 04, Philadelphia, Pennsylvania",Open,,,,17,,"Included:
All employees employed by the employer at its 962 Bristol Pike, Bensalem, PA location

Excluded:
All managers, office/clerical employees, and guards as defined by the Act"
"Lockheed Martin",31-CA-285925,Palmdale,CA,11/08/2021,"Region 31, Los Angeles, California",Open,,,,3000,,
"Utility Workers of America (UWUA), Local 132 (Southern California Gas)",31-CB-286003,Chino,CA,11/08/2021,"Region 31, Los Angeles, California",Open,,,,5000,,
"Astoria Generating Company",29-CA-285861,Astoria,NY,11/08/2021,"Region 29, Brooklyn, New York",Open,,,,78,,
"UNIVERSITY OF CINCINNATI MEDICAL CENTER",09-CA-285888,Cincinnati,OH,11/08/2021,"Region 09, Cincinnati, Ohio",Open,,,,1550,,
"United States Postal Service",19-CA-285919,Everett,WA,11/08/2021,"Region 19, Seattle, Washington",Open,,,,100,,
"Durham School Services",01-CA-285891,Smithfield,RI,11/08/2021,"Region 01, Boston, Massachusetts",Open,,,,38,,
"Paragon System",13-CA-285936,"Des Plaines",IL,11/08/2021,"Region 13, Chicago, Illinois",Open,,,,13,,
"CBAC Borrower, LLC d/b/a Horseshoe Casino Baltimore",05-CA-285894,Baltimore,MD,11/08/2021,"Region 05, Baltimore, Maryland",Open,,,,500,,
"American Backflow & Fire Prevention, Inc.",13-CA-285856,Wauconda,IL,11/08/2021,"Region 13, Chicago, Illinois",Open,,,,15,,
"Greektown Casino Hotel",07-CA-285908,Detroit,MI,11/08/2021,"Region 07, Detroit, Michigan",Open,,,,50,,
"NALC-National Association of Letter Carriers (United States Postal Service)",10-CB-285845,"Peachtree Corners",GA,11/08/2021,"Region 10, Atlanta, Georgia",Open,,,,1,,
"Collins Aerospace",25-CA-286016,Rockford,IL,11/08/2021,"Region 25, Indianapolis, Indiana",Open,,,,350,,
"Growing Seeds - North",19-CA-285882,Portland,OR,11/08/2021,"Region 19, Seattle, Washington",Open,,,,30,,
"Paragon Systems",12-CA-286008,Tampa,FL,11/08/2021,"Region 12, Tampa, Florida",Open,,,,120,,
"First Transit",16-CA-285849,Beaumont,TX,11/08/2021,"Region 16, Fort Worth, Texas",Open,,,,44,,
"Olive Garden",10-CA-285808,Murfreesboro,TN,11/08/2021,"Region 10, Atlanta, Georgia",Open,,,,50,,
"NALC Branch 214 (United States Postal Service)",20-CB-286015,"San Francisco",CA,11/08/2021,"Region 20, San Francisco, California",Open,,,,35,,
"Engineers and Scientists of California Local 20 IFPTE (Pacific Gas & Electric Co.)",32-CB-285885,Clovis,CA,11/08/2021,"Region 32, Oakland, California",Open,,,,200,,
"Half Price Books",18-RC-285951,"Saint Louis Park",MN,11/08/2021,"Region 18, Minneapolis, Minnesota",Open,,,,16,,"Included: All full-time and part-time employees, including Bookseller 1s, Bookseller 2s, Bookseller Trainees, and Shift Leaders Excluded: Store Managers, Assistant Store Managers, Temporary Employees, and any guards and supervisors as defined by the Act."
"Maple-Drake Real Estate LLC, d/b/a Notting Hill of West Bloomfield",07-CA-285909,"West Bloomfield",MI,11/08/2021,"Region 07, Detroit, Michigan",Open,,,,50,,
"Local 307, National Postal Mail Handlers Union (NPMHU), AFL-CIO (United States Postal Service)",07-CB-285920,"Allen Park",MI,11/08/2021,"Region 07, Detroit, Michigan",Open,,,,958,,
"G&D Integrated Manufacturing, LLC",25-CA-285893,Morton,IL,11/08/2021,"Region 25, Indianapolis, Indiana",Open,,,,19,,
"Cadman Seattle",19-CA-285884,Seattle,WA,11/08/2021,"Region 19, Seattle, Washington",Open,,,,49,,
"Children's Village",02-RC-285911,"Dobbs Ferry",NY,11/08/2021,"Region 02, New York, New York",Open,,,,26,,"Included: All security guards and special security counselors

Excluded:
All other employees
"
