OID|MEMBERSHIP_TYPE|CATEGORY|NUMBER|VOTING_ELIGIBILITY|RPT_ID
302377|2101|CONSTRUCTION WIREMAN|14|T|781953
302376|2101|APPRENTICE INSIDE WIREMAN|26|T|781953
305078|2101|Field Maintenance Tech  Class 5815|1|T|783292
305016|2101|Journeyman Wireman|749|T|783292
305030|2101|Construction Wireman SIB|7|T|783292
305029|2101|Construction Wireman SIA|83|T|783292
305028|2101|INS JW Substation Vid Tech|1|T|783292
305027|2101|INS JW Sr Vid Tech|60|T|783292
305026|2101|Technician|2|T|783292
305025|2101|Project Supervisor|2|T|783292
305024|2101|Senior Installer Tech|22|T|783292
305023|2101|Installer Tech 1st year|2|T|783292
305022|2101|Installer Tech|11|T|783292
305021|2101|Senior Utility|1|T|783292
305020|2101|Maintenance  & Operations A|4|T|783292
305019|2101|Maintenance  & Operations|68|T|783292
305018|2101|Apprentice Wireman|278|T|783292
305017|2101|Journeyman Lineman|1|T|783292
305031|2101|Construction Wireman S2|10|T|783292
305077|2101|Groundskeeper Class 5814|4|T|783292
305076|2101|Glazer Class 5809|2|T|783292
305075|2101|Painter  Class 5803|4|T|783292
305074|2101|Painter / Glazer  Class 5802|2|T|783292
305073|2101|Electrician Class 5761-A|1|T|783292
305072|2101|Electrician Class 5761|12|T|783292
305071|2101|Electronic Systems Maintenance Class 5732|1|T|783292
305070|2101|Carpenter Class 5721-A|1|T|783292
305069|2101|Carpenter Class 5721|4|T|783292
305068|2101|HAR Mechanic|2|T|783292
305067|2101|Welder|1|T|783292
305066|2101|HVAC PM|2|T|783292
305065|2101|Maintenance Electrician|4|T|783292
305064|2101|Store Clerk II|1|T|783292
305063|2101|Store Clerk I|10|T|783292
305062|2101|Inside Journeyman Wiremen/ SR VDV Tech|1|T|783292
305061|2101|Inside Journeyman Wireman Service Contract|22|T|783292
305060|2101|Janitor|17|T|783292
305059|2101|Maintenance Machinist|2|T|783292
305058|2101|HVAC Mechanic|16|T|783292
305057|2101|Grounds Maintenance|2|T|783292
305056|2101|Maintenance Welder|1|T|783292
305055|2101|Water Plant Operator|4|T|783292
305054|2101|Wastewater Plant Operator|9|T|783292
305053|2101|Stock Clerk|2|T|783292
305052|2101|Hazardous Waste Specialists|2|T|783292
305051|2101|Sign Painter|2|T|783292
305050|2101|Maintenance Plumber|4|T|783292
305049|2101|Maintenance Pipefitter|1|T|783292
305048|2101|Maintenance Mechanic|8|T|783292
305047|2101|Laborer|1|T|783292
305046|2101|HVAC PM|9|T|783292
305045|2101|HVAC Controls Tech|2|T|783292
305044|2101|General Maintenance Workers|9|T|783292
305043|2101|Dispatcher - Clerk Typist|5|T|783292
305042|2101|Electrician Tech II|1|T|783292
305041|2101|Maintenance Electrician|2|T|783292
305040|2101|Maintenance Carpenter|10|T|783292
305039|2101|Boiler Tender Rov/ Dispatcher|9|T|783292
305038|2101|Boiler Tender|3|T|783292
305037|2101|Clecrical|1|T|783292
305036|2101|Construction Electrician L3|27|T|783292
305035|2101|Construction Electrician L2|9|T|783292
305034|2101|Construction Electrician|9|T|783292
305033|2101|Construction Wireman S4|4|T|783292
305032|2101|Construction Wireman S3|5|T|783292
305086|2101|Retiree|314|T|783292
305085|2101|Utility Operator Class 5942|8|T|783292
305084|2101|Equipment Operator Class 5941|2|T|783292
305083|2101|Sheet Metal Workers Class 5921|3|T|783292
305082|2101|HVAC Mechanic Class 5127|2|T|783292
305081|2101|Plumber  Class 5891|6|T|783292
305080|2101|Instructional Equipment Tech Class 5862|3|T|783292
305079|2101|Locksmith  Class 5831|4|T|783292
301363|2101|Active members|1484|T|777419
301502|2101|Local District Members|1120|T|777735
301629|2101|Warehousement|13|T|777977
301627|2101|Class "A" Workers|120|T|777977
301628|2101|Class "B" Workers|68|F|777977
301630|2102|Agency Fee Payers|0|F|777977
304995|2101|A (WORKING) MEMBER|78|T|783244
304996|2101|BA member|183|T|783244
304555|2101|Apprentices|351|T|782966
304554|2101|Retirees|1878|T|782966
304557|2101|Actives|10561|T|782966
304556|2101|Honorary|559|T|782966
304952|2101|ACTIVE|272|T|783164
304953|2102|Agency Fee Payers|0|F|783164
304881|2101|ACTIVE & RETIRED MEMBERS|574|T|783099
304503|2101|Regular Members|1223|T|782931
304627|2101|369|668|T|783009
304630|2101|369R|6|T|783009
304629|2101|369D|175|T|783009
304628|2101|369C|225|T|783009
305310|2101|"A" Members|178|T|785661
305312|2101|members total from above|386|T|785661
305311|2101|"BA" Members|208|T|785661
301449|2101|Shipyard - Ingalls|1012|T|777626
301455|2102|Agency Fee Payers|0|F|777626
301454|2101|Plaza Community Living Center|20|T|777626
301453|2101|Corps Value, LLC|8|T|777626
301452|2101|Utility Partners|12|T|777626
301451|2101|Morrisons|2|T|777626
301450|2101|Singing River Rehab|30|T|777626
302538|2101|Journeyman|526|T|782025
302544|2102|Agency Fee Payers|0|F|782025
302543|2101|Plant|72|T|782025
302542|2101|Retirees|151|T|782025
302541|2101|50 Year|63|T|782025
302540|2101|Stationary|11|T|782025
302539|2101|Apprentice|15|T|782025
303059|2101|"A" Members|2430|T|782255
303060|2102|Agency Fee Payers|0|F|782255
304271|2101|JOURNEYMEN AND APPRENTICES|637|T|782854
304274|2102|Agency Fee Payers|0|F|782854
304273|2101|HONORARY|95|T|782854
304272|2101|RETIREES|136|T|782854
301423|2101|JOURNEYMEN|332|T|777603
301428|2101|PROBATIONARY|13|F|777603
301427|2101|MILITARY|1|T|777603
301426|2101|HONORAY|49|T|777603
301425|2101|PENSIONERS|106|T|777603
301424|2101|APPRENTICES|96|F|777603
305300|2101|INSIDE WIREMAN|182|T|785633
305304|2102|Agency Fee Payers|0|F|785633
305303|2101|TELEDATA TECHNICIAN|7|T|785633
305302|2101|RESIDENTIAL WIREMAN|7|T|785633
305301|2101|APPRENTICE|34|T|785633
304317|2101|EARLY RETIRED AND DISABLED|232|T|782864
304318|2102|Agency Fee Payers|0|F|782864
304316|2101|HONORARY MEMBER|120|T|782864
304315|2101|RETIRED|214|T|782864
304314|2101|APPRENTICE|103|T|782864
304313|2101|JOURNEYMAN|1345|T|782864
303278|2101|Journeymen|953|T|782329
303281|2101|Pipe Tradesmen|150|T|782329
303280|2101|Retired|419|T|782329
303279|2101|Apprentices|220|T|782329
301704|2101|A Members|786|T|778109
301705|2101|BA Members|256|T|778109
290018|2101|JOURNEYMEN|61|T|737748
290021|2102|Agency Fee Payers|1|F|737748
290020|2101|RETIREES|23|T|737748
290019|2101|APPRENTICES|9|T|737748
302687|2101|Inside (Commercial & Industrial)|530|T|782102
302690|2101|Construction Electrician/Construction Worker|31|T|782102
302689|2101|Sound and Communication|80|T|782102
302688|2101|Residential|16|T|782102
303423|2101|JOURNEYMAN INSIDE WIREMAN; INSIDE WIREMAN|540|T|782463
303435|2102|Agency Fee Payers|0|F|782463
303434|2101|RETIREES|262|F|782463
303433|2101|HONORARY WITHDRAWALS|0|F|782463
303432|2101|PARTICIPATING WITHDRAWALS|0|F|782463
303431|2101|TELECOMMUNICATIONS APPRENTICES|3|T|782463
303430|2101|RESIDENTIAL APPRENTICES|6|T|782463
303429|2101|INSIDE APPRENTICES|114|T|782463
303428|2101|CONSTRUCTION WIREMAN|8|T|782463
303427|2101|CONSTRUCTION ELECTRICIAN|1|T|782463
303426|2101|SIGN WORKERS|1|T|782463
303425|2101|TELECOMMUNICATION TECHNICIANS|7|T|782463
303424|2101|RESIDENTIAL WIREMAN|18|T|782463
301761|2101|A and BA Members|127|T|779383
301999|2101|Dues Paying Members|934|T|780715
302000|2102|Agency Fee Payers|1|F|780715
303882|2101|JOURNEYMEN|173|T|782621
303883|2101|APPRENTICES|52|T|782621
302803|2101|Apprentice|11|F|782139
302802|2101|Journeyman|158|T|782139
302806|2101|Honorary|3|F|782139
302805|2101|Lifetime|27|F|782139
302804|2101|Probationary|3|F|782139
304013|2101|MEMBERS IN ARREARS|388|F|782672
304014|2102|Agency Fee Payers|1|F|782672
304012|2101|MILITARY SERVICE MEMBERS|2|T|782672
304011|2101|HONORARY MEMBERS|202|T|782672
304010|2101|RETIRED / DISABLED RETIREES|175|T|782672
304009|2101|EARLY RETIRED|187|T|782672
304008|2101|APPRENTICE|92|T|782672
304007|2101|REGULAR|2037|T|782672
303178|2101|DISTRIBUTION DEPARTMENT|209|T|782298
303189|2102|Agency Fee Payers|1|F|782298
303188|2101|POLE TECHNICIANS|70|T|782298
303187|2101|LONG TERM DISABILITY MEMBERS|19|T|782298
303186|2101|CALL CENTER DEPARTMENT|56|T|782298
303185|2101|VAULT|10|T|782298
303184|2101|UTILITY WORKER LEAD|10|T|782298
303183|2101|CUSTOMER COMPLIANCE MEMBERS|118|T|782298
303182|2101|JOURNEYMEN|99|T|782298
303181|2101|UTILITY WORKERS|330|T|782298
303180|2101|SUPPORT DEPARTMENT|111|T|782298
303179|2101|SERVICE DEPARTMENT|56|T|782298
301810|2101|BLD TADES JOURNEY WORKER|510|T|780575
301812|2101|METAL TRADES JOURNEY WORKER|30|T|780575
301811|2101|BLD TRADES APPRENTICE|70|F|780575
304985|2101|Local Unions|14|T|783230
304986|2102|Agency Fee Payers|0|F|783230
300911|2101|ACTIVE|137|T|766153
300914|2101|GOLD MEMBERS|4|F|766153
300913|2101|PERMANENTLY DISABLED MEMBERS|0|F|766153
300912|2101|RETIRED|9|F|766153
302892|2101|ELECTRICIANS|320|T|782166
300768|2101|Regular Members|17391|T|766026
300770|2102|Agency Fee Payers|394|F|766026
300769|2101|Associate Members|6|F|766026
304966|2101|LOCAL UNIONS|16|T|783181
301589|2101|APPRENTICE RESIDENTAL AND COMMERCIAL|89|F|777848
301593|2102|Agency Fee Payers|0|F|777848
301592|2101|HELPERS|13|F|777848
301591|2101|LIFE MEMBER|62|T|777848
301590|2101|RETIREE|168|T|777848
301588|2101|JOURNEYMEN RESIDENTIAL AND COMMERCIAL|380|T|777848
304853|2101|WORKING MEMBERS|289|T|783081
304857|2101|EARLY RETIRED MEMBERS|46|T|783081
304856|2101|HONORARY MEMBERS|45|T|783081
304855|2101|RETIRED MEMBERS|47|T|783081
304854|2101|NON-WORKING MEMBERS|3|T|783081
304616|2101|MEMBERS|1509|T|783002
300695|2101|Regular Membership|464|T|757284
300696|2101|Active Life Membership|89|T|757284
303076|2101|ACTIVE|2019|T|782266
304907|2101|APPRENTICE|14|F|783121
304912|2101|MILITARY|2|T|783121
304911|2101|LIFETIME|92|F|783121
304910|2101|HONORARY|30|F|783121
304909|2101|PROBATIONARY|40|F|783121
304908|2101|JOURNEYMEN|189|T|783121
301525|2101|QUALIFIED MEMBERS|359|T|777751
301528|2102|Agency Fee Payers|0|F|777751
301527|2101|PROBATIONARY MEMBERS|5|F|777751
301526|2101|HONORARY MEMBERS|198|F|777751
304841|2101|Regular|10140|T|783075
304845|2102|Agency Fee Payers|345|F|783075
304844|2101|Professional Associates|504|F|783075
304843|2101|Reduced Rate|2232|T|783075
304842|2101|Honorary- Over 70|33|T|783075
304240|2101|Active|607|T|782843
304242|2102|Agency Fee Payers|0|F|782843
304241|2101|Retired|110|T|782843
302059|2101|Active Members|654|T|780758
301798|2101|Industrial|219|T|780565
301800|2102|Agency Fee Payers|0|F|780565
301799|2101|Life|51|F|780565
303982|2101|WORKING MEMBERS|1254|T|782662
303986|2101|EARLY RETIRED MEMBERS|71|T|782662
303985|2101|HONORARY MEMBERS|48|T|782662
303984|2101|RETIRED MEMBERS|112|T|782662
303983|2101|NON-WORKING MEMBERS|36|T|782662
302001|2101|Regular Members|494|T|780731
302004|2101|Life Member Retirees|91|T|780731
302003|2101|Apprentices|274|T|780731
302002|2101|Industrial Members|221|T|780731
300647|2101|Michigan State Utility Workers Council|3791|T|756340
300377|2101|A MEMBERSHIP|206|T|754735
300378|2101|BA MEMBERSHIP|557|T|754735
303516|2101|Class A dues paying members|334|T|782489
303917|2101|Journeyman Wireman|147|T|782635
303929|2101|Apprentice Substation Tech|1|T|782635
303928|2101|Transmission Tech|3|T|782635
303927|2101|Wench Truck Operator|14|T|782635
303926|2101|Construction Welder|1|T|782635
303925|2101|Construction Wireman|1|T|782635
303924|2101|Construction Electrician|2|T|782635
303923|2101|Groundman|32|T|782635
303922|2101|Equipment Operator|4|T|782635
303921|2101|Heavy Equipment Operator|2|T|782635
303920|2101|Apprentice Lineman|20|T|782635
303919|2101|Apprentice Wireman|24|T|782635
303918|2101|Journeyman Lineman|156|T|782635
304558|2101|District Council Members|7740|F|782970
303585|2101|ACTIVE MEMBERS|8540|T|782515
303587|2102|Agency Fee Payers|9|F|782515
303586|2101|RETIREE MEMBERS|10752|T|782515
301748|2101|Active|964|T|779369
301750|2102|Agency Fee Payers|0|F|779369
301749|2101|Retired|721|T|779369
300682|2101|A Members - Journeymen Wiremen|1354|T|756469
300688|2102|Agency Fee Payers|0|F|756469
300687|2101|BA Members|3|T|756469
300686|2101|A Members - Apprentices|365|T|756469
300685|2101|A Members - Residential Wiremen|7|T|756469
300684|2101|A Members - Construction Electricians/Construction Wiremen|215|T|756469
300683|2101|A Members - Voice, Data, Video|65|T|756469
303565|2101|JOURNEYMAN|363|T|782510
303568|2101|RETIREES|143|F|782510
303567|2101|PROBATIONARY|45|F|782510
303566|2101|APPRENTICES|89|F|782510
305122|2101|JOURNEYMEN|318|T|785187
305125|2101|LIFE MEMBERS|82|T|785187
305124|2101|RETIREE|80|T|785187
305123|2101|APPRENTICE|141|T|785187
301558|2101|APPRENTICE|482|T|777811
301561|2102|Agency Fee Payers|14|F|777811
301560|2101|RETIRED|310|T|777811
301559|2101|JOURNEYMAN|1221|T|777811
301384|2101|ACTIVE|505|T|777494
301389|2101|ARREARS|42|F|777494
301388|2101|HONORARY|33|T|777494
301387|2101|DISABLED|14|T|777494
301386|2101|RETIRED|126|T|777494
301385|2101|APPRENTICE|99|T|777494
305249|2101|ACTIVE MEMBERS|62233|T|785515
303313|2101|Journeymen & Apprentice|536|T|782352
303315|2102|Agency Fee Payers|0|F|782352
303314|2101|Retirees|227|T|782352
301953|2101|REGULAR MEMBERS|85|T|780697
301955|2101|RETIRED|33|T|780697
301954|2101|EARLY RETIRED|12|T|780697
303132|2101|Journeyman|139|T|782283
303136|2102|Agency Fee Payers|0|F|782283
303135|2101|Retiree|25|F|782283
303134|2101|Probationary|18|F|782283
303133|2101|Apprentice|30|F|782283
303027|2101|REGULAR|1014|T|782248
303030|2102|Agency Fee Payers|0|F|782248
303029|2101|DISABLED AND RETIRED|27|T|782248
303028|2101|SUPERANNUATED|193|T|782248
302793|2101|Building Trades Journeyman|381|T|782137
302798|2102|Agency Fee Payers|0|F|782137
302797|2101|Division Trades Helper/Trainee|15|T|782137
302796|2101|Division Trades Journeymen|22|T|782137
302795|2101|Metal Trades Journeymen and Helpers|49|T|782137
302794|2101|Building Trades Apprentice|57|T|782137
302822|2101|Local Unions and Building Trades Councils|42|T|782147
302792|2101|ACTIVE MEMBERS|7151|T|782136
304369|2101|Building and Construction Trade Unions|145|T|782888
304612|2101|REGULAR MEMEBERS|570|T|783001
304615|2101|HONORARY MEMBERS|30|F|783001
304614|2101|RETIREE MEMEBERS|50|F|783001
304613|2101|APPRENTICE MEMBERS|30|F|783001
303718|2101|"A"|796|T|782560
303720|2102|Agency Fee Payers|0|F|782560
303719|2101|"BA"|15|T|782560
301300|2101|GENERAL MEMBEBER|558|T|776615
301301|2102|Agency Fee Payers|0|F|776615
302605|2101|ACTIVE|1324|T|782048
302607|2102|Agency Fee Payers|0|F|782048
302606|2101|RETIRED|75|T|782048
303786|2101|Journeymen|588|T|782587
303790|2101|Honorary|56|F|782587
303789|2101|Lifetime|167|F|782587
303788|2101|Probationary|42|F|782587
303787|2101|Apprentice|74|F|782587
291330|2101|Mechanics|81|T|741505
291331|2101|Apprentices|16|F|741505
304003|2101|Carpenter|191|T|782670
304006|2101|Honorary|11|T|782670
304005|2101|Apprentice|20|T|782670
304004|2101|Retired|38|T|782670
305315|2101|ACTIVE MEMBERS|615|T|786983
305316|2102|Agency Fee Payers|0|F|786983
300732|2101|AFFILIATED|23119|T|765215
300733|2101|NON-AFFILIATED|3784|F|765215
303198|2101|Industrial Workers|520|T|782303
303199|2102|Agency Fee Payers|0|F|782303
302632|2101|Regular Journeyman|106|T|782067
302638|2102|Agency Fee Payers|0|F|782067
302637|2101|Disabled|3|T|782067
302636|2101|Early Retired|6|T|782067
302635|2101|Honorary|5|T|782067
302634|2101|Retired|9|T|782067
302633|2101|Apprentice|37|T|782067
303979|2101|CONSTRUCTION TRADE|399|T|782661
303981|2102|Agency Fee Payers|0|F|782661
303980|2101|SINGLE EMPLOYER|165|T|782661
301320|2101|General|4158|T|777343
301321|2102|Agency Fee Payers|0|F|777343
302338|2101|Journeyman wireman|392|T|781925
302341|2102|Agency Fee Payers|0|F|781925
302340|2101|Construction Electricians|83|T|781925
302339|2101|Apprentice wireman|115|T|781925
303708|2101|Early Retirement Members|18|T|782554
303707|2101|50 Year Honorary Members|25|T|782554
303706|2101|Disabled Members|19|T|782554
303705|2101|Retired Regular Members|32|T|782554
303704|2101|Appentices|220|T|782554
303703|2101|Regular Members|754|T|782554
300783|2101|BOOK MEMBERS|2469|T|766048
300784|2101|APPLICANTS|624|F|766048
303554|2101|VOTING MEMBERS|100|T|782501
302564|2101|AFFILIATED LOCAL UNIONS|14|T|782032
291367|2101|ACTIVE MEMBERS|620|T|741757
291368|2102|Agency Fee Payers|0|F|741757
302060|2101|JOURNEYMAN|421|T|780761
302067|2102|Agency Fee Payers|0|F|780761
302066|2101|ARREARS|43|F|780761
302065|2101|HONORARY|11|T|780761
302064|2101|DISABLED|24|T|780761
302063|2101|RETIRED|47|T|780761
302062|2101|EARLY RETIRED|86|T|780761
302061|2101|APPRENTICES|100|T|780761
300785|2101|Apprentices 1st - 3rd year|32|F|766052
300789|2101|Life Members|30|T|766052
300788|2101|Journeymen|249|T|766052
300787|2101|Retirees|107|T|766052
300786|2101|Apprentices 4th & 5th year|41|T|766052
301724|2101|Apprentice|23|F|779281
301729|2102|Agency Fee Payers|0|F|779281
301728|2101|Probationary|5|F|779281
301727|2101|Lifetime Members|65|F|779281
301726|2101|Journeymen|229|T|779281
301725|2101|Honorary Members|17|F|779281
305253|2101|Affiliated Locals|4|T|785523
305254|2102|Agency Fee Payers|0|F|785523
305285|2101|Local Union|15|T|785554
305286|2102|Agency Fee Payers|0|F|785554
304489|2101|Inside Journeyman Wiremann|367|T|782929
304496|2101|Groundman|10|T|782929
304495|2101|Operator|5|T|782929
304494|2101|Construction wireman|0|T|782929
304493|2101|Construction Electrician|0|T|782929
304492|2101|Outside Apprenticeship Wireman|3|T|782929
304491|2101|Outside Journeyman Wireman|88|T|782929
304490|2101|Inside Apprenticeship Wireman|81|T|782929
302685|2101|Full members|21388|T|782100
302686|2101|Associate members|306|F|782100
301273|2101|VOTING UNION MEMBERS|546|T|776454
303299|2101|Apprentice Membership|491|F|782336
303304|2102|Agency Fee Payers|80|F|782336
303303|2101|Honorary Membership|0|F|782336
303302|2101|Inactive Membership|418|F|782336
303301|2101|Executive Membership|54|F|782336
303300|2101|Active Membership|13074|T|782336
304127|2101|JOURNEYMAN|20359|T|782774
304126|2101|APPRENTICE|4964|T|782774
304129|2102|Agency Fee Payers|0|F|782774
304128|2101|RETIRED MEMBER|8586|T|782774
301739|2101|Full Dues|1174|T|779336
301741|2102|Agency Fee Payers|18|F|779336
301740|2101|Per Diems|54|T|779336
304211|2101|ACTIVE|842|T|782829
304217|2101|CONTRACTOR|2|F|782829
304216|2101|ARREARS|168|F|782829
304215|2101|HONORARY|116|T|782829
304214|2101|DISABLED|9|T|782829
304213|2101|RETIRED|102|T|782829
304212|2101|APPRENTICE|157|T|782829
301917|2101|Local 747C Chemical Workers Membership|128|T|780676
301918|2102|Agency Fee Payers|0|F|780676
301422|2101|UNON MEMBERS|13414|T|777594
302040|2101|EARLY RETIRED|79|T|780752
302035|2101|REGULAR MEMBERS|453|T|780752
302039|2101|HONORARY MEMBERS|55|F|780752
302038|2101|RETIRED|92|F|780752
302037|2101|DISABLED|53|T|780752
302036|2101|APPRENTICES|118|T|780752
302042|2102|Agency Fee Payers|0|F|780752
302041|2101|ARREARS MEMBERS|37|F|780752
302222|2101|MECHANICS|409|T|780878
302224|2101|APPRENTICES|83|T|780878
302223|2101|HELPERS/TRAINEES|13|T|780878
301556|2101|Union Members|847|T|777795
305128|2101|A Member|1|T|785199
305130|2102|Agency Fee Payers|8|F|785199
305129|2101|BA Members|124|T|785199
304468|2101|JOURNEYMAN|549|T|782923
304473|2101|MILITARY|2|T|782923
304472|2101|HONORARY|70|T|782923
304471|2101|LIFETIME|113|T|782923
304470|2101|PROBATIONARY|82|F|782923
304469|2101|APPRENTICE|85|F|782923
303914|2101|Members|3200|T|782632
305211|2101|APPRENTICES|158|T|785488
305214|2101|RETIRED|30|T|785488
305213|2101|TRADESMAN|686|F|785488
305212|2101|JOURNEYMAN|267|T|785488
301713|2101|ACTIVE MEMBERS|1187|T|778137
301714|2102|Agency Fee Payers|1|F|778137
303592|2101|Dues paying members in good standing|783|T|782517
303593|2102|Agency Fee Payers|0|F|782517
302005|2101|Mechanics|287|T|780732
302007|2102|Agency Fee Payers|0|F|780732
302006|2101|Apprentices|23|T|780732
304662|2101|General Members|496|T|783029
304663|2102|Agency Fee Payers|0|F|783029
302991|2101|WORKING MEMBERS|504|T|782231
302994|2101|EARLY RETIRED MEMBERS|11|T|782231
302993|2101|HONORARY MEMBERS|14|T|782231
302992|2101|RETIRED MEMBERS|16|T|782231
300926|2101|Active Members|418|T|766189
300927|2102|Agency Fee Payers|0|F|766189
303155|2101|REGULAR|2293|T|782288
303158|2101|INDUSTRIAL|110|T|782288
303157|2101|APPRENTICE|432|T|782288
303156|2101|RETIRED|517|T|782288
302982|2101|A members|180|T|782226
302984|2102|Agency Fee Payers|4|F|782226
302983|2101|BA members|750|T|782226
300932|2102|Agency Fee Payers|0|F|766202
304030|2101|Regular Active Members|241|T|782680
304031|2101|Retired Members|44|T|782680
300700|2101|active members|620|T|757293
300702|2102|Agency Fee Payers|39|F|757293
300701|2101|retired members|4|F|757293
305244|2101|ACTIVE|2160|T|785502
305245|2102|Agency Fee Payers|0|F|785502
303547|2101|Part-time members|469|T|782497
303546|2101|Full-time members|8924|T|782497
301215|2101|Regular members|969|T|773805
301216|2101|Temporary members|97|F|773805
301097|2101|GENERAL MEMBERSHIP|206|T|773479
301042|2101|BA members|570|T|770860
301044|2102|Agency Fee Payers|0|F|770860
301043|2101|Retiree members|6|T|770860
301552|2101|PROJECTIONISTS|170|T|777793
301555|2101|HOME OFFICE|64|T|777793
301554|2101|THEATRICAL|1248|T|777793
301553|2101|AUDIO VISUAL|281|T|777793
303798|2101|ACTIVE MEMBERS|6804|T|782591
303800|2102|Agency Fee Payers|84|F|782591
303799|2101|RETIRED MEMBERS|920|T|782591
302718|2101|FEE PAYERS|194|T|782113
302719|2102|Agency Fee Payers|0|F|782113
302887|2101|Active members, not retired|9104|T|782163
302888|2101|Retired members|1157|T|782163
305188|2101|JOURNEYMAN|1596|T|785430
305192|2102|Agency Fee Payers|0|F|785430
305191|2101|NON-BENEFICIAL|1|T|785430
305190|2101|APPRENTICES|96|T|785430
305189|2101|40-50-60 YEAR MEMBERS|632|T|785430
302150|2101|Journeymen|379|T|780845
302153|2102|Agency Fee Payers|0|F|780845
302152|2101|Pensioners, Disabled, Honorary, Other|197|T|780845
302151|2101|Apprentices|80|F|780845
304105|2101|JOURNEYMEN WIREMEN|5318|T|782766
304110|2101|COMMUNICATIONS WORKERS|64|T|782766
304109|2101|TECHNICIANS|182|T|782766
304108|2101|MAINTENANCE WORKERS|94|T|782766
304107|2101|APPRENTICES AND TRAINEES|2302|T|782766
304106|2101|RESIDENTIAL WIREMEN|1592|T|782766
303966|2101|Apprentices|38|T|782656
303967|2101|Mechanics|204|T|782656
304437|2101|RETIRED MEMBERS|27|T|782910
304443|2101|DISABLED|14|T|782910
304442|2101|HONORARY|19|T|782910
304441|2101|EARLY RETIRED|142|T|782910
304440|2101|MILITARY MEMBERS|0|T|782910
304439|2101|APPRENTICES|362|T|782910
304438|2101|JOURNEYMEN|678|T|782910
300743|2101|LIFE 26.25|138|T|765243
300751|2102|Agency Fee Payers|0|F|765243
300750|2101|YOUTH|1|T|765243
300749|2101|STUDENT|6|T|765243
300748|2101|REGULAR 42.50|465|T|765243
300747|2101|REGULAR 40.00|87|T|765243
300746|2101|REGULAR 37.5|2|T|765243
300745|2101|LIFE 40.00|58|T|765243
300744|2101|LIFE 37.50|7|T|765243
302305|2101|Journeyman|186|T|781910
302310|2102|Agency Fee Payers|67|F|781910
302309|2101|Probationary|5|F|781910
302308|2101|Honorary|8|F|781910
302307|2101|Lifetime|100|F|781910
302306|2101|Apprentice|47|F|781910
303474|2101|Buildings Trades Journeymen|412|T|782476
303479|2102|Agency Fee Payers|0|F|782476
303478|2101|Apprentices Years 1-3|90|F|782476
303477|2101|Aprrentices Years 4-5|38|T|782476
303476|2101|Lifetime|31|T|782476
303475|2101|Metal Trades Journeymen|2|T|782476
302586|2101|Inside|352|T|782042
302591|2102|Agency Fee Payers|0|F|782042
302590|2101|Construction Wiremen|23|T|782042
302589|2101|Construction Electrical|11|T|782042
302588|2101|Teledata|11|T|782042
302587|2101|Residential|6|T|782042
301293|2101|"A" members|837|T|776573
301294|2101|"BA" members|642|T|776573
304327|2101|FIELD JOURNEYMEN|365|T|782868
304328|2101|SHOP AND APPRENTICE|30|T|782868
305215|2101|JOURNEYMAN INSIDE WIRE|1414|T|785499
305238|2102|Agency Fee Payers|7|F|785499
305237|2101|ALL OTHER "12" CLASSES (BA)|6|T|785499
305236|2101|APPRENTICE|215|T|785499
305235|2101|CONSTRUCTION WIREMAN|88|T|785499
305234|2101|CONSTRUCTION ELECTRICIAN|29|T|785499
305233|2101|JOURNEYMAN INSTALLER TECHNICIAN|125|T|785499
305232|2101|TELEDATA  APPR|15|T|785499
305231|2101|CERTIFIED WELDER|1|T|785499
305230|2101|PANEL SHOP EMPLOYEE (BA)|12|T|785499
305229|2101|SOUND & TELECOMMUNICATIONS|15|T|785499
305228|2101|ALARM TECHNICIAN|9|T|785499
305227|2101|MFG & APPL REPAIRMAN (BA)|4|T|785499
305226|2101|JOURNEYMAN DOOR INSTALLER|5|T|785499
305225|2101|HVAC COMMERCIAL JOURNEYMAN|0|T|785499
305224|2101|SIGN SHOP EMPLOYEE|7|T|785499
305223|2101|MANUFACTURING (A)|0|T|785499
305222|2101|MANUFACTURING (BA)|86|T|785499
305221|2101|JOURNEYMAN MAINTENANCE|3|T|785499
305220|2101|JOURNEYMAN SERVICE TECHNICIAN|0|T|785499
305219|2101|JOURNEYMAN MAINTENANCE ELECTRICIAN|1|T|785499
305218|2101|RESIDENTIAL APPRENTICE|54|T|785499
305217|2101|JOURNEYMAN RESIDENTIAL WIREMAN|58|T|785499
305216|2101|NETWORK TECHNICIAN (BA)|6|T|785499
303784|2101|ACTIVE MEMBERS|1045|T|782586
303785|2101|RETIRED MEMBERS|70|T|782586
304637|2101|"A" Members|394|T|783014
303688|2101|JOURNEYMAN|1246|T|782551
303694|2102|Agency Fee Payers|0|F|782551
303693|2101|PROBATIONARY MEMBERS|38|F|782551
303692|2101|HONORARY MEMBERS|28|F|782551
303691|2101|LIFETIME MEMBERS|657|F|782551
303690|2101|APPRENTICES|198|F|782551
303689|2101|MILITARY|5|T|782551
303061|2101|Apprentices|130|F|782256
303067|2102|Agency Fee Payers|0|F|782256
303066|2101|Military|1|F|782256
303065|2101|Probationary|12|F|782256
303064|2101|Honorary|25|F|782256
303063|2101|Lifetime|213|F|782256
303062|2101|Journeymen|447|T|782256
304306|2101|JOURNEYMAN|316|T|782862
