OID|INV_TYPE|NAME|AMOUNT|RPT_ID
375799|706|Other Investments Total Book Value|55792|778039
375800|702|Building Corp|55792|778039
376565|703|Marketable Securities Total Cost|1348616|781946
376566|704|Marketable Securities Total BookValue|1348616|781946
376567|701|MUTUAL FUNDS|1252327|781946
376568|701|CORPORATE STOCKS|96289|781946
376569|705|Other Investments Total Cost||781946
376570|706|Other Investments Total Book Value||781946
377489|703|Marketable Securities Total Cost|3369217|782299
377490|704|Marketable Securities Total BookValue|3369217|782299
377491|701|MUTUAL FUNDS|3178266|782299
377492|701|CORPORATE STOCKS|190951|782299
377493|705|Other Investments Total Cost||782299
377494|706|Other Investments Total Book Value||782299
376606|703|Marketable Securities Total Cost|727287|781972
376607|704|Marketable Securities Total BookValue|727287|781972
376608|701|MUTUAL FUNDS|669309|781972
376609|701|CORPORATE STOCKS|57978|781972
376610|705|Other Investments Total Cost||781972
376611|706|Other Investments Total Book Value||781972
377791|705|Other Investments Total Cost||782491
377789|703|Marketable Securities Total Cost||782491
377792|706|Other Investments Total Book Value||782491
377790|704|Marketable Securities Total BookValue||782491
378684|705|Other Investments Total Cost||782848
378678|703|Marketable Securities Total Cost|1140246|782848
378685|706|Other Investments Total Book Value||782848
378679|704|Marketable Securities Total BookValue|1140246|782848
378680|701|MUTUAL FUNDS-MCMORGAN|605194|782848
378681|701|MONEY FUNDS-GOLDMAN SACHS|138565|782848
378682|701|MONEY FUNDS-EATON VANCE|146162|782848
378683|701|MONEY FUNDS-FEDERATED HERMES|250325|782848
375809|703|Marketable Securities Total Cost||778052
375810|704|Marketable Securities Total BookValue||778052
375811|705|Other Investments Total Cost||778052
375812|706|Other Investments Total Book Value||778052
377879|703|Marketable Securities Total Cost||782522
377880|704|Marketable Securities Total BookValue||782522
377881|705|Other Investments Total Cost||782522
377882|706|Other Investments Total Book Value||782522
377888|704|Marketable Securities Total BookValue|941545|782525
377887|703|Marketable Securities Total Cost|906799|782525
377889|701|MUTUAL FUNDS|941545|782525
377890|705|Other Investments Total Cost||782525
377891|706|Other Investments Total Book Value||782525
375434|703|Marketable Securities Total Cost|0|777591
375435|704|Marketable Securities Total BookValue|0|777591
375436|705|Other Investments Total Cost|0|777591
375437|706|Other Investments Total Book Value|0|777591
375270|703|Marketable Securities Total Cost|0|777268
375271|704|Marketable Securities Total BookValue|0|777268
375272|705|Other Investments Total Cost|0|777268
375273|706|Other Investments Total Book Value|0|777268
375278|703|Marketable Securities Total Cost|0|777314
375279|704|Marketable Securities Total BookValue|0|777314
375280|705|Other Investments Total Cost|0|777314
375281|706|Other Investments Total Book Value|0|777314
375319|703|Marketable Securities Total Cost|0|777401
375320|704|Marketable Securities Total BookValue|0|777401
375321|705|Other Investments Total Cost|0|777401
375322|706|Other Investments Total Book Value|0|777401
375456|703|Marketable Securities Total Cost|0|777610
375457|704|Marketable Securities Total BookValue|0|777610
375458|705|Other Investments Total Cost|0|777610
375459|706|Other Investments Total Book Value|0|777610
376763|703|Marketable Securities Total Cost|3471294|782028
376764|704|Marketable Securities Total BookValue|3471294|782028
376765|701|SPDR SER TR PORTFLI INTRMDIT - SPTI|215402|782028
376766|701|VANGUARD SCOTTSDALE FDS TOTAL CORP. BOND ETF - VTC|199201|782028
376767|705|Other Investments Total Cost|1444887|782028
376768|706|Other Investments Total Book Value|1444887|782028
376769|702|Labor Temple Association, at cost|1444887|782028
378162|703|Marketable Securities Total Cost||782599
378163|704|Marketable Securities Total BookValue||782599
378164|705|Other Investments Total Cost||782599
378165|706|Other Investments Total Book Value||782599
379229|706|Other Investments Total Book Value||783031
379219|703|Marketable Securities Total Cost|254011|783031
379220|704|Marketable Securities Total BookValue|254011|783031
379221|701|America Express|24318|783031
379222|701|Walles Fargo Preferred|26088|783031
379223|701|General Electric|25005|783031
379224|701|JP Morgan Chase & Co. B/E|24599|783031
379225|701|Lord Abbett Ultra Short|50078|783031
379226|701|Invesco Variable Rate PFD ETF|51723|783031
379227|701|SPDR Blackstone Seniro LN ETF|50856|783031
379228|705|Other Investments Total Cost||783031
359467|703|Marketable Securities Total Cost|186718|740515
359468|704|Marketable Securities Total BookValue|188272|740515
359469|701|BANK OF AMERICA CERTIFICATE OF DEPOSIT 9MONTH FREE|188272|740515
359470|705|Other Investments Total Cost||740515
359471|706|Other Investments Total Book Value||740515
375208|703|Marketable Securities Total Cost|0|776379
375209|704|Marketable Securities Total BookValue|0|776379
375210|705|Other Investments Total Cost|0|776379
375211|706|Other Investments Total Book Value|0|776379
376147|703|Marketable Securities Total Cost||780706
376148|704|Marketable Securities Total BookValue||780706
376149|705|Other Investments Total Cost||780706
376150|706|Other Investments Total Book Value||780706
377220|703|Marketable Securities Total Cost||782213
377221|704|Marketable Securities Total BookValue||782213
377222|705|Other Investments Total Cost||782213
377223|706|Other Investments Total Book Value||782213
374701|703|Marketable Securities Total Cost||766080
374702|704|Marketable Securities Total BookValue||766080
374703|705|Other Investments Total Cost||766080
374704|706|Other Investments Total Book Value||766080
378970|703|Marketable Securities Total Cost||782933
378971|704|Marketable Securities Total BookValue||782933
378972|705|Other Investments Total Cost||782933
378973|706|Other Investments Total Book Value||782933
374224|703|Marketable Securities Total Cost|1036249|755642
374225|704|Marketable Securities Total BookValue|1157395|755642
374226|701|Loomis Sayles Securitize Assets Fund|208112|755642
374227|705|Other Investments Total Cost||755642
374228|706|Other Investments Total Book Value||755642
376561|703|Marketable Securities Total Cost|13757632|781944
376562|704|Marketable Securities Total BookValue|16239900|781944
376563|705|Other Investments Total Cost|8336219|781944
376564|706|Other Investments Total Book Value|8534060|781944
377608|703|Marketable Securities Total Cost||782367
377609|704|Marketable Securities Total BookValue||782367
377610|705|Other Investments Total Cost||782367
377611|706|Other Investments Total Book Value||782367
374636|703|Marketable Securities Total Cost|0|766008
374637|704|Marketable Securities Total BookValue|0|766008
374638|705|Other Investments Total Cost||766008
374639|706|Other Investments Total Book Value||766008
375412|703|Marketable Securities Total Cost|0|777584
375414|705|Other Investments Total Cost|0|777584
375415|706|Other Investments Total Book Value|0|777584
375413|704|Marketable Securities Total BookValue||777584
375383|703|Marketable Securities Total Cost|0|777505
375384|704|Marketable Securities Total BookValue|0|777505
375385|705|Other Investments Total Cost|0|777505
375386|706|Other Investments Total Book Value|0|777505
375282|703|Marketable Securities Total Cost|0|777323
375283|704|Marketable Securities Total BookValue|0|777323
375284|705|Other Investments Total Cost|0|777323
375285|706|Other Investments Total Book Value|0|777323
375366|703|Marketable Securities Total Cost|0|777456
375367|704|Marketable Securities Total BookValue|0|777456
375368|705|Other Investments Total Cost|0|777456
375369|706|Other Investments Total Book Value|0|777456
375008|703|Marketable Securities Total Cost|1031092|773403
375009|704|Marketable Securities Total BookValue|1280782|773403
375010|701|Citibank Natl Assn Sioux Falls S D CD|66001|773403
375011|701|Wells Fargo BK NA Sioux Falls SD CD|81953|773403
375012|701|Comenity Bank Jumbo CD|102095|773403
375013|701|IShares Core MSCI Eafe ETF|128036|773403
375014|701|IShares Russell 1000 GRW ETF|69091|773403
375015|701|IShares Russell 1000 Value ETF|92167|773403
375016|701|Vanguard Short Term Bnd|119679|773403
375017|701|Vanguard Total Bond Market|112458|773403
375018|705|Other Investments Total Cost|20000|773403
375019|706|Other Investments Total Book Value|20000|773403
375020|702|Labor Temple|20000|773403
378521|703|Marketable Securities Total Cost||782759
378522|704|Marketable Securities Total BookValue||782759
378523|705|Other Investments Total Cost||782759
378524|706|Other Investments Total Book Value||782759
377244|703|Marketable Securities Total Cost||782223
377245|704|Marketable Securities Total BookValue||782223
377246|705|Other Investments Total Cost||782223
377247|706|Other Investments Total Book Value||782223
377966|703|Marketable Securities Total Cost|33914480|782546
377967|704|Marketable Securities Total BookValue|44225321|782546
377968|701|AMERICAN CAPITAL INCOME BUILDER|2224364|782546
377969|701|AMERICAN CAPITAL WORLD GROWTH AND INCOME|3351223|782546
377970|701|AMERICAN GROWTH FUND OF AMERICA|3527678|782546
377971|701|AMERICAN INCOME FUND OF AMERICA|2114570|782546
377972|701|AMERICAN NEW WORLD FUND|2664136|782546
377973|701|FIDELITY NEW INSIGHTS FUND|2764524|782546
377974|701|FIRST EAGLE GLOBAL FUND|2769464|782546
377975|701|MSBNA PREFERRED SAVINGS|10135485|782546
377976|701|VANGUARD INDEX FUND S&P 500|2485472|782546
377977|705|Other Investments Total Cost||782546
377978|706|Other Investments Total Book Value||782546
374992|703|Marketable Securities Total Cost|2168928|773330
374993|704|Marketable Securities Total BookValue|2699463|773330
374994|701|DODGE & COX INCOME FUND|271929|773330
374995|701|MAIRS & POWER GROWTH FUND|263475|773330
374996|701|VANGUARD INFLATION PROTECTED SECURITIES FUND|250814|773330
374997|701|VANGUARD SHORT TERM INVESTMENT|303414|773330
374998|701|VANGUARD TOTAL BOND INDEX FUND|252318|773330
374999|701|VANGUARD 500 INDEX|266938|773330
375000|701|VANGUARD DIVIDEND APPRECIATION FUND|248819|773330
375001|701|DODGE & COX INTERNATIONAL STOCK FUND|166151|773330
375002|705|Other Investments Total Cost||773330
375003|706|Other Investments Total Book Value||773330
375942|703|Marketable Securities Total Cost|0|780540
375943|704|Marketable Securities Total BookValue||780540
375944|705|Other Investments Total Cost||780540
375945|706|Other Investments Total Book Value||780540
373847|703|Marketable Securities Total Cost|7632774|753826
373848|704|Marketable Securities Total BookValue|7732049|753826
373849|701|BANK OF AMERICA CORP 4.13% DUE 01/22/24|402933|753826
373850|701|BANK OF AMERICA CORP 4.00% DUE 04/01/24|751917|753826
373851|701|CITIGROUP 1.48% DUE 07/01/26|410472|753826
373852|701|GOLDMAN SACHS GROUP INC 1.97% DUE 10/28/27|526630|753826
373853|701|GOLDMAN SACHS GROUP INC 1.82% DUE 11/29/23|833939|753826
373854|701|MORGAN STANLEY 3.70% DUE 10/23/24|665916|753826
373855|701|MORGAN STANLEY 1.43% DUE 05/08/24|648202|753826
373856|705|Other Investments Total Cost||753826
373857|706|Other Investments Total Book Value||753826
378562|703|Marketable Securities Total Cost||782786
378563|704|Marketable Securities Total BookValue||782786
378564|705|Other Investments Total Cost|10997677|782786
378565|706|Other Investments Total Book Value|10997677|782786
378566|702|MRCC Building Company, LLC|3640524|782786
378567|702|MRCC Holding Company, LLC|5738|782786
378568|702|MRCC Properties Holding Company, LLC|7351415|782786
375212|703|Marketable Securities Total Cost||776389
375213|704|Marketable Securities Total BookValue||776389
375214|705|Other Investments Total Cost||776389
375215|706|Other Investments Total Book Value||776389
375760|703|Marketable Securities Total Cost|800297|778005
375761|704|Marketable Securities Total BookValue|1143991|778005
375762|701|SPDR S&P 500 ETF Trust|59072|778005
375763|701|Vanguard Index FDS S&P 500 ETF|684725|778005
375764|705|Other Investments Total Cost||778005
375765|706|Other Investments Total Book Value||778005
378186|703|Marketable Securities Total Cost|1382931|782606
378187|704|Marketable Securities Total BookValue|1771307|782606
378188|701|Vanguard Total Stock Mutual Fund|111410|782606
378189|701|Vanguard Value ETF Mutual Fund|201929|782606
378190|701|Vanguard Growth ETF|210519|782606
378191|701|Ishares US Healthcare|224828|782606
378192|701|Select Sector SPDR TR|147660|782606
378193|705|Other Investments Total Cost||782606
378194|706|Other Investments Total Book Value||782606
375911|703|Marketable Securities Total Cost|0|779384
375912|704|Marketable Securities Total BookValue|0|779384
375913|701|NONE|0|779384
375914|705|Other Investments Total Cost|0|779384
375915|706|Other Investments Total Book Value|0|779384
375916|702|NONE|0|779384
376451|703|Marketable Securities Total Cost|0|780892
376452|704|Marketable Securities Total BookValue|0|780892
376453|705|Other Investments Total Cost|547000|780892
376454|706|Other Investments Total Book Value|547000|780892
376455|702|MERRICK BANK CD CUSIP 59013KLV DUE 12/31/21|119000|780892
376456|702|DISCOVER BANK CD DUSIP 254673LY0 DUE 1/31/22|100000|780892
376457|702|1ST FINANCIAL BANK CD CUSIP 32021SHY5 DUE 2/18/22|100000|780892
376458|702|SALLIE MAE BANK CD CUSIP 795450J71 DUE 1/31/23|100000|780892
376459|702|GOLDMAN SACHS BK USA CD CUSIP 38148P5S2 DUE 3/6/24|100000|780892
378735|703|Marketable Securities Total Cost||782858
378736|704|Marketable Securities Total BookValue||782858
378737|705|Other Investments Total Cost||782858
378738|706|Other Investments Total Book Value||782858
