OID|RECEIPT_TYPE|PURPOSE|DATE|AMOUNT|PAYER_PAYEE_ID|RPT_ID
761161|1201|Per Capita Rebate|2021-04-29|380|2810164|756324
761162|1201|Per Capita Rebate|2021-04-29|403|2810164|756324
761163|1201|Organizing Grant|2020-04-15|28334|2810283|756370
761164|1201|Organizing Grant|2020-05-05|28333|2810283|756370
761165|1201|Organizing Grant|2020-06-24|28334|2810283|756370
761166|1201|Organizing Grant|2020-07-06|28333|2810283|756370
761167|1201|Organizing Grant|2020-08-03|28334|2810283|756370
761168|1201|Organizing Grant|2020-08-27|28333|2810283|756370
761169|1201|Organizing Grant|2020-09-28|28334|2810283|756370
761170|1201|Organizing Grant|2020-10-26|28333|2810283|756370
761171|1201|Organizing Grant|2020-11-24|28333|2810283|756370
761172|1201|Organizing Grant|2021-01-19|28333|2810283|756370
761173|1201|Organizing Grant|2021-01-20|28333|2810283|756370
761174|1201|Organizing Grant|2021-02-24|28333|2810283|756370
761175|1201|Organizing Grant|2021-03-30|28333|2810283|756370
761200|1201|Reimbursed Expenses - Hand Sanitizer|2020-07-01|8070|2810461|756469
761201|1201|Reimbursed Expenses - 2020 Christmas Party|2021-03-08|10500|2810461|756469
761202|1201|refund overpayment|2020-09-01|40|2810496|757293
761203|1201|refund conference|2020-04-01|150|2810498|757293
761204|1201|refund|2020-07-01|199|2810501|757293
761208|1201|FUNDS TRANSFERRED TO THE USD ON MERGER DATE|2020-04-01|702575|2810540|757337
761353|1201|Shared Expense Reimbursement 2019-2020|2020-10-15|21288|2810611|765211
761354|1201|941 Tax Refund|2020-12-01|8532|2810613|765211
761355|1201|Allocated Expense Reimbursement|2020-04-30|54755|2810625|765215
761356|1201|Allocated Expense Reimbursement|2020-05-31|23398|2810625|765215
761357|1201|Allocated Expense Reimbursement|2020-06-30|23820|2810625|765215
761358|1201|Allocated Expense Reimbursement|2020-07-31|40582|2810625|765215
761359|1201|Allocated Expense Reimbursement|2020-08-31|66617|2810625|765215
761360|1201|Allocated Expense Reimbursement|2020-09-30|40166|2810625|765215
761361|1201|Allocated Expense Reimbursement|2020-10-31|45213|2810625|765215
761362|1201|Allocated Expense Reimbursement|2020-11-30|61895|2810625|765215
761363|1201|Allocated Expense Reimbursement|2020-12-31|32607|2810625|765215
761364|1201|Allocated Expense Reimbursement|2021-01-31|36184|2810625|765215
761365|1201|Allocated Expense Reimbursement|2021-02-28|14513|2810625|765215
761366|1201|Allocated Expense Reimbursement|2021-03-31|80014|2810625|765215
761367|1201|Writers' stipends reimbursement|2020-09-23|11000|2810681|765242
761368|1201|Writers' stipends reimbursement|2020-10-16|10000|2810681|765242
761369|1201|Expense reimbursement|2020-12-18|71981|2810682|765242
761370|1201|Made in NY Fellowship reimbursement|2020-07-07|40385|2810684|765242
761371|1201|Expense reimbursement|2020-07-31|8996|2810686|765242
761372|1201|CARES Act Payroll Credit|2020-08-17|32639|2810690|765242
761373|1201|Income Tax Refund|2020-05-08|21418|2810690|765242
761374|1201|CARES Act Payroll Credit|2020-05-08|21048|2810690|765242
761375|1201|CARES Act Payroll Credit|2020-05-22|19513|2810690|765242
761376|1201|CARES Act Payroll Credit|2020-06-19|18560|2810690|765242
761377|1201|CARES Act Payroll Credit|2020-06-05|18002|2810690|765242
761378|1201|CARES Act Payroll Credit|2020-05-08|17390|2810690|765242
761379|1201|CARES Act Payroll Credit|2020-05-22|17390|2810690|765242
761380|1201|CARES Act Payroll Credit|2020-06-05|12652|2810690|765242
761381|1201|Sponsorship|2020-05-08|5000|2810693|765242
761382|1201|Sponsorship|2020-11-19|11100|2810693|765242
761383|1201|COVID19 DISASTER RELIEF|2020-05-05|8000|2810759|765243
761451|1201|Credit balance refund|2020-09-10|24076|2810878|766007
761452|1201|Expense reimbursements|2020-05-26|118157|2810935|766026
761453|1201|Expense reimbursements|2020-05-26|52018|2810935|766026
761454|1201|Expense reimbursements|2020-07-21|38095|2810935|766026
761455|1201|Expense reimbursements|2020-09-08|47240|2810935|766026
761456|1201|Expense reimbursements|2020-09-08|36243|2810935|766026
761457|1201|Expense reimbursements|2020-10-08|37011|2810935|766026
761458|1201|Expense reimbursements|2020-11-03|40660|2810935|766026
761459|1201|Expense reimbursements|2020-12-04|51403|2810935|766026
761460|1201|Expense reimbursements|2021-01-07|38061|2810935|766026
761461|1201|Expense reimbursements|2021-02-08|36041|2810935|766026
761462|1201|Expense reimbursements|2021-03-18|38794|2810935|766026
761463|1201|Expense reimbursements|2021-03-30|36774|2810935|766026
761464|1201|Refund of rental costs|2020-09-08|6206|2810936|766026
761465|1201|Shared office rent payments|2020-04-20|5000|2810937|766026
761466|1201|Reimbursement of legal fees due to settlement|2020-07-02|335308|2810938|766026
761467|1201|Event refund|2020-04-22|5000|2810970|766048
761468|1201|Security deposit refund|2020-10-21|18967|2810971|766048
761469|1201|Employee Retention Credit|2020-10-28|58669|2810972|766048
761470|1201|Tax credit adjustment|2020-07-08|95493|2810973|766048
761471|1201|Est. Employment Office Operations Reimbursement|2020-04-01|420000|2810976|766048
761472|1201|Est. Employment Office Operations Reimbursement|2020-05-01|420000|2810976|766048
761473|1201|Est. Employment Office Operations Reimbursement|2020-06-01|420000|2810976|766048
761474|1201|Est. Employment Office Operations Reimbursement|2020-07-01|420000|2810976|766048
761475|1201|Employment Office Operations Reimbursement|2020-08-03|339246|2810976|766048
761476|1201|Est. Employment Office Operations Reimbursement|2020-09-01|420000|2810976|766048
761477|1201|Est. Employment Office Operations Reimbursement|2020-10-01|380000|2810976|766048
761478|1201|Est. Employment Office Operations Reimbursement|2020-11-02|380000|2810976|766048
761767|1201|Expense reimbursement|2020-11-03|8968|2812295|766144
761480|1201|Employment Office Operations Reimbursement|2020-12-04|58778|2810976|766048
761481|1201|Est. Employment Office Operations Reimbursement|2021-01-04|380000|2810976|766048
761482|1201|Est. Employment Office Operations Reimbursement|2021-02-01|380000|2810976|766048
761483|1201|Reimbursements of Expenses|2020-04-23|17712|2810976|766048
761484|1201|Reimbursements of Expenses|2020-05-01|19327|2810976|766048
761485|1201|Reimbursements of Expenses|2020-05-28|17236|2810976|766048
761486|1201|Reimbursements of Expenses|2020-06-25|6942|2810976|766048
761487|1201|Reimbursements of Expenses|2020-07-09|17181|2810976|766048
761488|1201|Est. Employment Office Operations Reimbursement|2021-03-01|380000|2810976|766048
761489|1201|Reimbursements of Expenses|2020-07-23|17311|2810976|766048
761490|1201|Reimbursements of Expenses|2020-08-27|18027|2810976|766048
761491|1201|Reimbursements of Expenses|2020-09-24|15427|2810976|766048
761492|1201|Reimbursements of Expenses|2020-11-18|23192|2810976|766048
761493|1201|Reimbursements of Expenses|2020-12-31|34985|2810976|766048
761494|1201|Reimbursements of Expenses|2021-01-28|19978|2810976|766048
761495|1201|Reimbursements of Expenses|2021-03-18|32922|2810976|766048
761496|1201|Repayment of Advances to Subsidiary|2020-04-28|20000|2811031|766048
761497|1201|Repayment of Advances to Subsidiary|2020-09-14|125000|2811031|766048
761498|1201|Expense Reimbursement|2020-04-30|7010|2811064|766052
761499|1201|Expense Reimbursement|2020-05-04|5847|2811064|766052
761500|1201|Expense Reimbursement|2020-05-29|7061|2811064|766052
761501|1201|Expense Reimbursement|2020-07-02|5897|2811064|766052
761502|1201|Expense Reimbursement|2020-09-01|5900|2811064|766052
761503|1201|Expense Reimbursement|2021-03-09|5840|2811064|766052
761504|1201|Expense Reimbursement|2021-03-31|7148|2811064|766052
761505|1201|Expense Reimbursement|2020-09-01|5929|2811064|766052
761506|1201|Expense Reimbursement|2020-09-22|5936|2811064|766052
761507|1201|Expense Reimbursement|2020-09-22|7109|2811064|766052
761508|1201|Expense Reimbursement|2020-11-12|7143|2811064|766052
761509|1201|Expense Reimbursement|2020-11-12|5947|2811064|766052
761510|1201|Expense Reimbursement|2021-01-12|5944|2811064|766052
761511|1201|Expense Reimbursement|2021-01-19|7145|2811064|766052
761512|1201|Expense Reimbursement|2021-02-15|5852|2811064|766052
761513|1201|REIMBURSEMENT OF ARBITRATOR FEES|2020-08-13|15000|2811067|766062
761514|1201|AUGUST 2020 REBATE|2020-08-26|29461|2811068|766062
761515|1201|SEPTEMBER 2020 REBATE|2020-09-24|29271|2811068|766062
761516|1201|OCTOBER 2020 REBATE|2020-10-26|29135|2811068|766062
761517|1201|NOVEMBER 2020 REBATE|2020-11-23|28910|2811068|766062
761518|1201|DECEMBER 2020 REBATE|2020-12-21|28787|2811068|766062
761519|1201|JANUARY 2021 REBATE|2021-01-25|28685|2811068|766062
761520|1201|FEBRUARY 2021 REBATE|2021-02-25|28558|2811068|766062
761521|1201|MARCH 2021 REBATE|2021-03-25|28395|2811068|766062
761522|1201|MARCH 2020 REBATE|2020-04-01|30481|2811068|766062
761523|1201|APRIL 2020 REBATE|2020-04-21|30346|2811068|766062
761524|1201|MAY 2020 REBATE|2020-05-22|30164|2811068|766062
761525|1201|JUNE 2020 REBATE|2020-06-23|29773|2811068|766062
761526|1201|JULY 2020 REBATE|2020-07-21|29620|2811068|766062
761527|1201|REIMBURSEMENT OF COST SHARING AGREEMENT|2020-06-23|18943|2811111|766068
761528|1201|REIMBURSEMENT OF COST SHARING AGREEMENT|2021-03-30|19779|2811111|766068
761529|1201|REIMBURSEMENT OF COST SHARING AGREEMENT|2020-09-01|25630|2811111|766068
761530|1201|REIMBURSEMENT OF COST SHARING AGREEMENT|2021-03-02|29330|2811111|766068
761531|1201|REIMBURSEMENT OF COST SHARING AGREEMENT|2020-12-10|30344|2811111|766068
761532|1201|REIMBURSEMENT OF COST SHARING AGREEMENT|2020-09-01|17086|2811117|766068
761533|1201|REIMBURSEMENT OF COST SHARING AGREEMENT|2020-06-23|18841|2811117|766068
761534|1201|REIMBURSEMENT OF COST SHARING AGREEMENT|2021-03-02|19554|2811117|766068
761535|1201|REIMBURSEMENT OF COST SHARING AGREEMENT|2020-12-10|20229|2811117|766068
761536|1201|REIMBURSEMENT OF COST SHARING AGREEMENT|2021-03-30|27161|2811117|766068
761537|1201|COVID Relief Credit|2020-06-24|35000|2811123|766075
761538|1201|Expense Reimbursement - January 2020|2020-05-07|287455|2811175|766075
761539|1201|Expense Reimbursement - February 2020|2020-05-07|280713|2811175|766075
761540|1201|Expense Reimbursement - March 2020|2020-06-16|360851|2811175|766075
761541|1201|Expense Reimbursement - April 2020|2020-08-12|345437|2811175|766075
761542|1201|Expense Reimbursement - May 2020|2020-09-24|231129|2811175|766075
761543|1201|Rebate - February 2020|2020-05-07|47367|2811175|766075
761544|1201|Rebate - January 2020|2020-05-07|47774|2811175|766075
761545|1201|Rebate - March 2020|2020-06-16|47535|2811175|766075
761546|1201|Rebate - April 2020|2020-08-13|48102|2811175|766075
761547|1201|Rebate - May 2020|2020-09-24|48189|2811175|766075
761548|1201|Rebate - June 2020|2021-02-02|8231|2811175|766075
761549|1201|Rebate - July 2020|2021-02-02|8154|2811175|766075
761550|1201|Refund of PCT |2021-02-02|400556|2811175|766075
761551|1201|Refund of PCT|2021-02-02|396814|2811175|766075
761552|1201|ACA PROJECT REIMBURSEMENT|2020-04-30|15387|2811180|766080
761553|1201|ACA PROJECT REIMBURSEMENT|2020-05-29|3747|2811180|766080
761554|1201|ACA PROJECT REIMBURSEMENT|2020-07-13|1828|2811180|766080
761555|1201|ACA PROJECT REIMBURSEMENT|2020-08-04|6106|2811180|766080
761556|1201|ACA PROJECT REIMBURSEMENT|2020-09-11|3531|2811180|766080
761557|1201|ACA PROJECT REIMBURSEMENT|2020-10-22|7986|2811180|766080
761558|1201|ACA PROJECT REIMBURSEMENT|2020-10-31|1905|2811180|766080
761559|1201|ACA PROJECT REIMBURSEMENT|2020-11-23|3034|2811180|766080
761560|1201|ACA PROJECT REIMBURSEMENT|2020-12-11|514|2811180|766080
761561|1201|ACA PROJECT REIMBURSEMENT|2020-12-22|2195|2811180|766080
761562|1201|ACA PROJECT REIMBURSEMENT|2020-12-31|5527|2811180|766080
761563|1201|ACA PROJECT REIMBURSEMENT|2021-01-22|1835|2811180|766080
761564|1201|ACA PROJECT REIMBURSEMENT|2021-03-02|3465|2811180|766080
761565|1201|INFRASTRUCTURE SUBIDY|2020-04-10|8333|2811181|766080
761566|1201|INFRASTRUCTURE SUBSIDY|2020-05-05|8333|2811181|766080
761567|1201|INFRASTRUCTURE SUBSIDY|2020-06-05|8334|2811181|766080
761568|1201|INFRASTRUCTURE SUBSIDY|2020-07-02|8333|2811181|766080
761569|1201|INFRASTRUCTURE SUBSIDY|2020-08-07|8333|2811181|766080
761570|1201|INFRASTRUCTURE SUBSIDY|2020-09-04|8334|2811181|766080
761571|1201|INFRASTRUCTURE SUBSIDY|2020-10-13|8333|2811181|766080
761572|1201|INFRASTRUCTURE SUBSIDY|2020-11-06|8333|2811181|766080
761573|1201|INFRASTRUCTURE SUBSIDY|2020-12-04|8334|2811181|766080
761574|1201|EMPLOYER BOND|2020-10-29|11693|2811202|766082
761575|1201|EMPLOYER BOND|2020-04-17|8903|2811203|766082
761576|1201|EMPLOYER BOND|2020-05-22|8903|2811203|766082
761577|1201|EMPLOYER BOND|2020-07-06|8903|2811203|766082
761578|1201|EMPLOYER BOND|2020-07-09|5983|2811204|766082
761579|1201|EMPLOYER BOND|2021-02-05|6567|2811204|766082
761580|1201|EMPLOYER BOND|2021-02-09|5460|2811205|766082
761581|1201|EMPLOYER BOND|2021-02-09|88595|2811206|766082
761582|1201|EMPLOYER BOND|2020-06-10|5846|2811207|766082
761583|1201|EMPLOYER BOND|2020-11-05|5206|2811208|766082
761584|1201|EMPLOYER BOND|2020-10-09|25775|2811209|766082
761585|1201|EMPLOYER BOND|2021-02-22|9188|2811210|766082
761586|1201|EMPLOYER BOND|2020-06-01|83597|2811211|766082
761587|1201|EMPLOYER BOND|2020-07-09|31556|2811211|766082
761588|1201|EMPLOYER BOND|2020-11-23|5481|2811212|766082
761589|1201|EMPLOYER BOND|2021-01-12|14029|2811213|766082
761590|1201|EMPLOYER BOND|2020-09-25|13048|2811215|766082
761591|1201|EMPLOYER BOND|2020-10-15|31556|2811216|766082
761592|1201|EMPLOYER BOND|2021-02-16|20184|2811218|766082
761593|1201|EMPLOYER BOND|2020-10-26|7287|2811219|766082
761594|1201|EMPLOYER BOND|2020-09-29|19652|2811220|766082
761595|1201|EMPLOYER BOND|2020-08-19|28022|2811221|766082
761596|1201|EMPLOYER BOND|2020-07-09|5392|2811222|766082
761597|1201|EMPLOYER BOND|2021-01-05|7602|2811223|766082
761598|1201|EMPLOYER BOND|2020-11-10|20442|2811224|766082
761599|1201|EMPLOYER BOND|2020-04-08|10111|2811225|766082
761600|1201|EMPLOYER BOND|2021-03-29|8887|2811226|766082
761601|1201|EMPLOYER BOND|2020-09-01|10149|2811227|766082
761602|1201|EMPLOYER BOND|2020-07-24|21000|2811228|766082
761603|1201|EMPLOYER BOND|2021-02-16|7995|2811229|766082
761604|1201|EMPLOYER BOND|2021-03-30|7634|2811230|766082
761605|1201|EMPLOYER BOND|2020-11-05|5366|2811231|766082
761606|1201|EMPLOYER BOND|2021-02-16|8822|2811232|766082
761607|1201|EMPLOYER BOND|2020-06-29|11872|2811233|766082
761608|1201|EMPLOYER BOND|2020-06-29|10277|2811234|766082
761609|1201|EMPLOYER BOND|2020-08-18|19156|2811235|766082
761610|1201|EMPLOYER BOND|2020-09-17|32567|2811236|766082
761611|1201|EMPLOYER BOND|2021-01-08|49039|2811236|766082
761612|1201|EMPLOYER BOND|2021-02-05|38327|2811236|766082
761613|1201|DEATH BENEFIT|2020-05-05|271092|2811237|766082
761614|1201|EMPLOYER BOND|2021-03-23|15000|2811238|766082
761615|1201|EMPLOYER SETTLEMENT AGREEMENT|2021-03-23|15000|2811238|766082
761616|1201|EMPLOYER BOND|2021-01-22|22266|2811239|766082
761617|1201|EMPLOYER BOND|2021-02-10|6415|2811240|766082
761618|1201|EMPLOYER BOND|2020-12-11|13706|2811241|766082
761619|1201|EMPLOYER BOND|2021-02-12|5536|2811242|766082
761620|1201|EMPLOYER BOND|2020-11-16|10675|2811243|766082
761621|1201|EMPLOYER BOND|2020-08-26|11377|2811244|766082
761622|1201|EMPLOYER BOND|2020-09-18|33256|2811245|766082
761623|1201|EMPLOYER BOND|2021-02-19|10478|2811246|766082
761624|1201|EMPLOYER BOND|2020-10-06|43878|2811247|766082
761625|1201|EMPLOYER BOND|2020-09-01|16439|2811248|766082
761626|1201|EMPLOYER BOND|2021-02-24|10121|2811538|766082
761687|1201|LUNAR DAY PARADE EXPENSE REIMBURSEMENT|2020-06-23|6943|2811796|766116
761688|1201|MEMBER PENSION CONTRIBUTIONS|2020-11-02|273444|2811818|766116
761689|1201|AFFINITY ROYALTY PROGRAM|2020-04-23|11052|2811832|766116
761690|1201|RETIREE INSURANCE|2020-10-31|15678|2811834|766116
761691|1201|COBRA|2020-12-31|7617|2811834|766116
761692|1201|ONLINE COURSES|2020-12-30|23285|2811835|766116
761693|1201|ONLINE COURSES|2021-01-28|30225|2811835|766116
761694|1201|ONLINE COURSES|2021-02-25|35385|2811835|766116
761695|1201|ONLINE COURSES|2021-03-30|39430|2811835|766116
761696|1201|ONLINE COURSES|2020-04-29|50929|2811835|766116
761697|1201|ONLINE COURSES|2020-05-28|36715|2811835|766116
761698|1201|ONLINE COURSES|2020-06-29|28938|2811835|766116
761699|1201|ONLINE COURSES|2020-07-30|30940|2811835|766116
761700|1201|ONLINE COURSES|2020-08-30|31757|2811835|766116
761701|1201|ONLINE COURSES|2020-09-29|26670|2811835|766116
761702|1201|ONLINE COURSES|2020-10-29|21664|2811835|766116
761703|1201|ONLINE COURSES|2020-11-29|24450|2811835|766116
761704|1201|ADMINSTRATION FEE|2020-04-02|7500|2811836|766116
761705|1201|ADMINSTRATION FEE|2020-05-06|7500|2811836|766116
761706|1201|ADMINSTRATION FEE|2020-06-16|7500|2811836|766116
761707|1201|ADMINSTRATION FEE|2020-07-13|7500|2811836|766116
761708|1201|ADMINSTRATION FEE|2020-08-12|7500|2811836|766116
761709|1201|ADMINSTRATION FEE|2020-09-09|7500|2811836|766116
761710|1201|ADMINSTRATION FEE|2020-10-05|7500|2811836|766116
761711|1201|ADMINSTRATION FEE|2020-11-12|7500|2811836|766116
761712|1201|ADMINSTRATION FEE|2020-12-08|7500|2811836|766116
761713|1201|ADMINSTRATION FEE|2021-01-13|7500|2811836|766116
761714|1201|ADMINSTRATION FEE|2021-02-08|7500|2811836|766116
761715|1201|ADMINSTRATION FEE|2021-03-08|7500|2811836|766116
761716|1201|PAC STAFF HOURS|2020-05-26|8110|2811837|766116
761717|1201|PAC STAFF HOURS|2020-12-08|6736|2811837|766116
761718|1201|ADMINSTRATION FEE|2020-04-02|7500|2811838|766116
761719|1201|ADMINSTRATION FEE|2020-05-06|7500|2811838|766116
761720|1201|ADMINSTRATION FEE|2020-06-16|7500|2811838|766116
761721|1201|ADMINSTRATION FEE|2020-07-13|7500|2811838|766116
761722|1201|ADMINSTRATION FEE|2020-08-12|7500|2811838|766116
761723|1201|ADMINSTRATION FEE|2020-09-09|7500|2811838|766116
761724|1201|ADMINSTRATION FEE|2020-10-05|7500|2811838|766116
761725|1201|ADMINSTRATION FEE|2020-11-12|7500|2811838|766116
761726|1201|ADMINSTRATION FEE|2020-12-08|7500|2811838|766116
761727|1201|ADMINSTRATION FEE|2021-01-13|7500|2811838|766116
761728|1201|ADMINSTRATION FEE|2021-02-08|7500|2811838|766116
761729|1201|ADMINSTRATION FEE|2021-03-08|7500|2811838|766116
761730|1201|ADMINSTRATION FEE|2020-10-05|14583|2811839|766116
761731|1201|ADMINSTRATION FEE|2020-11-12|14583|2811839|766116
761732|1201|ADMINSTRATION FEE|2020-12-08|14583|2811839|766116
761733|1201|ADMINSTRATION FEE|2021-01-13|14583|2811839|766116
761734|1201|ADMINSTRATION FEE|2021-02-08|14583|2811839|766116
761735|1201|ADMINSTRATION FEE|2021-03-08|14583|2811839|766116
761736|1201|ADMINSTRATION FEE|2020-04-02|14584|2811839|766116
761737|1201|ADMINSTRATION FEE|2020-05-06|14584|2811839|766116
761738|1201|ADMINSTRATION FEE|2020-06-16|14584|2811839|766116
761739|1201|ADMINSTRATION FEE|2020-07-13|14584|2811839|766116
761740|1201|ADMINSTRATION FEE|2020-08-12|14583|2811839|766116
761741|1201|ADMINSTRATION FEE|2020-09-09|14583|2811839|766116
761742|1201|INSURANCE CLAIM PAYMENT|2020-10-05|8177|2811840|766116
761743|1201|SPAN CONTRACT|2020-07-10|504570|2811841|766116
761744|1201|SPAN CONTRACT|2021-01-04|411462|2811841|766116
761745|1201|SPAN CONTRACT|2021-01-07|404605|2811841|766116
761746|1201|SPAN CONTRACT|2021-03-10|37358|2811841|766116
761747|1201|Credit for overpayment|2020-12-30|29745|2812017|766144
761748|1201|Reimbursement for UBC Convention|2020-12-09|8909|2812018|766144
761749|1201|Reimbursement for UBC Convention|2021-02-12|8910|2812018|766144
761750|1201|Settlement|2020-05-28|11000|2812019|766144
761751|1201|Settlement|2020-04-30|5089|2812020|766144
761752|1201|Reimbursement for Convention Shirts|2020-10-09|39915|2812022|766144
761753|1201|Reimbursement for CUPP expenses|2021-01-08|40516|2812043|766144
761754|1201|Reimbursement for CUPP expenses|2020-04-30|14168|2812043|766144
761755|1201|Expense reimbursement|2020-11-03|20760|2812295|766144
761756|1201|Expense reimbursement|2020-06-18|20640|2812295|766144
761757|1201|Expense reimbursement|2020-09-01|13840|2812295|766144
761758|1201|Expense reimbursement|2020-10-01|13840|2812295|766144
761759|1201|Expense reimbursement|2020-12-01|13840|2812295|766144
761760|1201|Expense reimbursement|2021-01-25|13840|2812295|766144
761761|1201|Expense reimbursement|2021-02-02|13840|2812295|766144
